チーム春日未来51位	22341 pt
チーム高山紗代子117位	7440 pt
チーム高山紗代子118位	7374 pt
チーム高山紗代子119位	7048 pt
チーム高山紗代子120位	7014 pt
チーム高山紗代子131位	5292 pt
チーム高山紗代子132位	4923 pt
チーム高山紗代子133位	4872 pt
チーム高山紗代子134位	4818 pt
チーム高山紗代子135位	4697 pt
チーム高山紗代子136位	4669 pt
チーム高山紗代子137位	4534 pt
チーム高山紗代子138位	4498 pt
チーム高山紗代子139位	4488 pt
チーム高山紗代子140位	4481 pt
チーム高山紗代子151位	3584 pt
チーム高山紗代子152位	3538 pt
チーム高山紗代子153位	3529 pt
チーム高山紗代子154位	3372 pt
チーム高山紗代子155位	3355 pt
チーム高山紗代子156位	3279 pt
チーム高山紗代子157位	3253 pt
チーム高山紗代子158位	3173 pt
チーム高山紗代子159位	3121 pt
チーム高山紗代子160位	3105 pt
チーム高山紗代子171位	2741 pt
チーム高山紗代子172位	2690 pt
チーム高山紗代子173位	2521 pt
チーム高山紗代子174位	2490 pt
チーム高山紗代子175位	2485 pt
チーム高山紗代子176位	2464 pt
チーム高山紗代子177位	2370 pt
チーム高山紗代子178位	2303 pt
チーム高山紗代子179位	2284 pt
チーム高山紗代子180位	2280 pt
チーム高山紗代子191位	2000 pt
チーム高山紗代子192位	1968 pt
チーム高山紗代子193位	1901 pt
チーム高山紗代子194位	1861 pt
チーム高山紗代子195位	1852 pt
チーム高山紗代子196位	1843 pt
チーム高山紗代子197位	1752 pt
チーム高山紗代子198位	1749 pt
チーム高山紗代子199位	1733 pt
チーム高山紗代子200位	1688 pt
チーム高山紗代子211位	1304 pt
チーム高山紗代子212位	1297 pt
チーム高山紗代子213位	1294 pt
チーム高山紗代子214位	1292 pt
チーム高山紗代子215位	1268 pt
チーム高山紗代子216位	1249 pt
チーム高山紗代子217位	1234 pt
チーム高山紗代子218位	1227 pt
チーム高山紗代子219位	1212 pt
チーム高山紗代子220位	1208 pt
チーム高山紗代子231位	1050 pt
チーム高山紗代子232位	1048 pt
チーム高山紗代子233位	1037 pt
チーム高山紗代子234位	1019 pt
チーム高山紗代子235位	1002 pt
チーム高山紗代子236位	969 pt
チーム高山紗代子237位	963 pt
チーム高山紗代子238位	926 pt
チーム高山紗代子239位	893 pt
チーム高山紗代子240位	876 pt
チーム高山紗代子251位	755 pt
チーム高山紗代子252位	743 pt
チーム高山紗代子253位	735 pt
チーム高山紗代子254位	728 pt
チーム高山紗代子255位	723 pt
チーム高山紗代子256位	715 pt
チーム高山紗代子257位	712 pt
チーム高山紗代子258位	707 pt
チーム高山紗代子259位	707 pt
チーム高山紗代子260位	700 pt
チーム高山紗代子271位	565 pt
チーム高山紗代子272位	562 pt
チーム高山紗代子273位	552 pt
チーム高山紗代子274位	543 pt
チーム高山紗代子275位	519 pt
チーム高山紗代子276位	516 pt
チーム高山紗代子277位	515 pt
チーム高山紗代子278位	489 pt
チーム高山紗代子279位	476 pt
チーム高山紗代子280位	469 pt
チーム高山紗代子291位	398 pt
チーム高山紗代子292位	393 pt
チーム高山紗代子293位	393 pt
チーム高山紗代子294位	385 pt
チーム高山紗代子295位	380 pt
チーム高山紗代子296位	378 pt
チーム高山紗代子297位	368 pt
チーム高山紗代子298位	365 pt
チーム高山紗代子299位	365 pt
チーム高山紗代子300位	365 pt
チーム松田亜利沙51位	9744 pt
チーム松田亜利沙52位	9593 pt
チーム松田亜利沙53位	9558 pt
チーム松田亜利沙54位	9508 pt
チーム松田亜利沙55位	8986 pt
チーム松田亜利沙56位	8897 pt
チーム松田亜利沙57位	8505 pt
チーム松田亜利沙58位	8475 pt
チーム松田亜利沙59位	8102 pt
チーム松田亜利沙60位	8086 pt
チーム松田亜利沙71位	6126 pt
チーム松田亜利沙72位	5945 pt
チーム松田亜利沙73位	5869 pt
チーム松田亜利沙74位	5600 pt
チーム松田亜利沙75位	5578 pt
チーム松田亜利沙76位	4957 pt
チーム松田亜利沙77位	4907 pt
チーム松田亜利沙78位	4551 pt
チーム松田亜利沙79位	4420 pt
チーム松田亜利沙80位	4369 pt
チーム松田亜利沙91位	3415 pt
チーム松田亜利沙92位	3380 pt
チーム松田亜利沙93位	3174 pt
チーム松田亜利沙94位	3172 pt
チーム松田亜利沙95位	3168 pt
チーム松田亜利沙96位	3075 pt
チーム松田亜利沙97位	3058 pt
チーム松田亜利沙98位	3049 pt
チーム松田亜利沙99位	3038 pt
チーム松田亜利沙100位	2787 pt
チーム松田亜利沙111位	2189 pt
チーム松田亜利沙112位	2181 pt
チーム松田亜利沙113位	2101 pt
チーム松田亜利沙114位	2060 pt
チーム松田亜利沙115位	2013 pt
チーム松田亜利沙116位	2006 pt
チーム松田亜利沙117位	1979 pt
チーム松田亜利沙118位	1973 pt
チーム松田亜利沙119位	1938 pt
チーム松田亜利沙120位	1936 pt
チーム松田亜利沙131位	1548 pt
チーム松田亜利沙132位	1525 pt
チーム松田亜利沙133位	1524 pt
チーム松田亜利沙134位	1493 pt
チーム松田亜利沙135位	1484 pt
チーム松田亜利沙136位	1475 pt
チーム松田亜利沙137位	1442 pt
チーム松田亜利沙138位	1437 pt
チーム松田亜利沙139位	1384 pt
チーム松田亜利沙140位	1342 pt
チーム松田亜利沙151位	1130 pt
チーム松田亜利沙152位	1113 pt
チーム松田亜利沙153位	1074 pt
チーム松田亜利沙154位	1057 pt
チーム松田亜利沙155位	1048 pt
チーム松田亜利沙156位	1047 pt
チーム松田亜利沙157位	1015 pt
チーム松田亜利沙158位	1012 pt
チーム松田亜利沙159位	965 pt
チーム松田亜利沙160位	914 pt
チーム松田亜利沙171位	742 pt
チーム松田亜利沙172位	735 pt
チーム松田亜利沙173位	717 pt
チーム松田亜利沙174位	712 pt
チーム松田亜利沙175位	704 pt
チーム松田亜利沙176位	667 pt
チーム松田亜利沙177位	634 pt
チーム松田亜利沙178位	632 pt
チーム松田亜利沙179位	616 pt
チーム松田亜利沙180位	613 pt
チーム松田亜利沙191位	517 pt
チーム松田亜利沙192位	512 pt
チーム松田亜利沙193位	486 pt
チーム松田亜利沙194位	480 pt
チーム松田亜利沙195位	463 pt
チーム松田亜利沙196位	461 pt
チーム松田亜利沙197位	440 pt
チーム松田亜利沙198位	429 pt
チーム松田亜利沙199位	421 pt
チーム松田亜利沙200位	402 pt
チーム松田亜利沙211位	331 pt
チーム松田亜利沙212位	324 pt
チーム松田亜利沙213位	324 pt
チーム松田亜利沙214位	323 pt
チーム松田亜利沙215位	322 pt
チーム松田亜利沙216位	309 pt
チーム松田亜利沙217位	298 pt
チーム松田亜利沙218位	294 pt
チーム松田亜利沙219位	290 pt
チーム松田亜利沙220位	285 pt
チーム松田亜利沙231位	258 pt
チーム松田亜利沙232位	255 pt
チーム松田亜利沙233位	235 pt
チーム松田亜利沙234位	232 pt
チーム松田亜利沙235位	222 pt
チーム松田亜利沙236位	214 pt
チーム松田亜利沙237位	213 pt
チーム松田亜利沙238位	211 pt
チーム松田亜利沙239位	205 pt
チーム松田亜利沙240位	191 pt
チーム松田亜利沙251位	161 pt
チーム松田亜利沙252位	153 pt
チーム松田亜利沙253位	153 pt
チーム松田亜利沙254位	152 pt
チーム松田亜利沙255位	137 pt
チーム松田亜利沙256位	134 pt
チーム松田亜利沙257位	134 pt
チーム松田亜利沙258位	133 pt
チーム松田亜利沙259位	131 pt
チーム松田亜利沙260位	131 pt
チーム松田亜利沙271位	109 pt
チーム松田亜利沙272位	109 pt
チーム松田亜利沙273位	108 pt
チーム松田亜利沙274位	108 pt
チーム松田亜利沙275位	106 pt
チーム松田亜利沙276位	105 pt
チーム松田亜利沙277位	103 pt
チーム松田亜利沙278位	102 pt
チーム松田亜利沙279位	102 pt
チーム松田亜利沙280位	100 pt
チーム松田亜利沙291位	82 pt
チーム松田亜利沙292位	82 pt
チーム松田亜利沙293位	79 pt
チーム松田亜利沙294位	78 pt
チーム松田亜利沙295位	78 pt
チーム松田亜利沙296位	77 pt
チーム松田亜利沙297位	74 pt
チーム松田亜利沙298位	72 pt
チーム松田亜利沙299位	70 pt
チーム松田亜利沙300位	66 pt
チーム高坂海美51位	17930 pt
チーム高坂海美52位	17760 pt
チーム高坂海美53位	17319 pt
チーム高坂海美54位	17211 pt
チーム高坂海美55位	16477 pt
チーム高坂海美56位	16170 pt
チーム高坂海美57位	15641 pt
チーム高坂海美58位	14842 pt
チーム高坂海美59位	14614 pt
チーム高坂海美60位	14451 pt
チーム高坂海美71位	11070 pt
チーム高坂海美72位	11037 pt
チーム高坂海美73位	10365 pt
チーム高坂海美74位	10142 pt
チーム高坂海美75位	10123 pt
チーム高坂海美76位	9887 pt
チーム高坂海美77位	9866 pt
チーム高坂海美78位	9633 pt
チーム高坂海美79位	8757 pt
チーム高坂海美80位	8739 pt
チーム高坂海美91位	6451 pt
チーム高坂海美92位	6399 pt
チーム高坂海美93位	6394 pt
チーム高坂海美94位	6122 pt
チーム高坂海美95位	6076 pt
チーム高坂海美96位	5841 pt
チーム高坂海美97位	5794 pt
チーム高坂海美98位	5758 pt
チーム高坂海美99位	5748 pt
チーム高坂海美100位	5626 pt
チーム高坂海美111位	4933 pt
チーム高坂海美112位	4863 pt
チーム高坂海美113位	4797 pt
チーム高坂海美114位	4775 pt
チーム高坂海美115位	4664 pt
チーム高坂海美116位	4659 pt
チーム高坂海美117位	4659 pt
チーム高坂海美118位	4654 pt
チーム高坂海美119位	4564 pt
チーム高坂海美120位	4401 pt
チーム高坂海美131位	3750 pt
チーム高坂海美132位	3740 pt
チーム高坂海美133位	3710 pt
チーム高坂海美134位	3664 pt
チーム高坂海美135位	3641 pt
チーム高坂海美136位	3600 pt
チーム高坂海美137位	3574 pt
チーム高坂海美138位	3567 pt
チーム高坂海美139位	3448 pt
チーム高坂海美140位	3443 pt
チーム高坂海美151位	2809 pt
チーム高坂海美152位	2765 pt
チーム高坂海美153位	2609 pt
チーム高坂海美154位	2501 pt
チーム高坂海美155位	2467 pt
チーム高坂海美156位	2439 pt
チーム高坂海美157位	2437 pt
チーム高坂海美158位	2398 pt
チーム高坂海美159位	2365 pt
チーム高坂海美160位	2356 pt
チーム高坂海美171位	1827 pt
チーム高坂海美172位	1808 pt
チーム高坂海美173位	1779 pt
チーム高坂海美174位	1765 pt
チーム高坂海美175位	1758 pt
チーム高坂海美176位	1681 pt
チーム高坂海美177位	1650 pt
チーム高坂海美178位	1637 pt
チーム高坂海美179位	1628 pt
チーム高坂海美180位	1615 pt
チーム高坂海美191位	1282 pt
チーム高坂海美192位	1277 pt
チーム高坂海美193位	1273 pt
チーム高坂海美194位	1266 pt
チーム高坂海美195位	1266 pt
チーム高坂海美196位	1263 pt
チーム高坂海美197位	1222 pt
チーム高坂海美198位	1215 pt
チーム高坂海美199位	1202 pt
チーム高坂海美200位	1170 pt
チーム高坂海美211位	1035 pt
チーム高坂海美212位	1027 pt
チーム高坂海美213位	996 pt
チーム高坂海美214位	981 pt
チーム高坂海美215位	954 pt
チーム高坂海美216位	954 pt
チーム高坂海美217位	934 pt
チーム高坂海美218位	929 pt
チーム高坂海美219位	915 pt
チーム高坂海美220位	902 pt
チーム高坂海美231位	799 pt
チーム高坂海美232位	787 pt
チーム高坂海美233位	783 pt
チーム高坂海美234位	775 pt
チーム高坂海美235位	773 pt
チーム高坂海美236位	761 pt
チーム高坂海美237位	740 pt
チーム高坂海美238位	735 pt
チーム高坂海美239位	734 pt
チーム高坂海美240位	730 pt
チーム高坂海美251位	630 pt
チーム高坂海美252位	626 pt
チーム高坂海美253位	607 pt
チーム高坂海美254位	597 pt
チーム高坂海美255位	590 pt
チーム高坂海美256位	584 pt
チーム高坂海美257位	581 pt
チーム高坂海美258位	580 pt
チーム高坂海美259位	578 pt
チーム高坂海美260位	570 pt
チーム高坂海美271位	496 pt
チーム高坂海美272位	495 pt
チーム高坂海美273位	486 pt
チーム高坂海美274位	483 pt
チーム高坂海美275位	447 pt
チーム高坂海美276位	445 pt
チーム高坂海美277位	444 pt
チーム高坂海美278位	443 pt
チーム高坂海美279位	438 pt
チーム高坂海美280位	407 pt
チーム高坂海美291位	368 pt
チーム高坂海美292位	350 pt
チーム高坂海美293位	345 pt
チーム高坂海美294位	340 pt
チーム高坂海美295位	335 pt
チーム高坂海美296位	322 pt
チーム高坂海美297位	317 pt
チーム高坂海美298位	316 pt
チーム高坂海美299位	314 pt
チーム高坂海美300位	309 pt
チーム中谷育51位	5341 pt
チーム中谷育52位	5029 pt
チーム中谷育53位	4921 pt
チーム中谷育54位	4686 pt
チーム中谷育55位	4585 pt
チーム中谷育56位	4583 pt
チーム中谷育57位	4422 pt
チーム中谷育58位	4331 pt
チーム中谷育59位	4181 pt
チーム中谷育60位	4072 pt
チーム中谷育71位	2925 pt
チーム中谷育72位	2917 pt
チーム中谷育73位	2837 pt
チーム中谷育74位	2442 pt
チーム中谷育75位	2220 pt
チーム中谷育76位	2197 pt
チーム中谷育77位	2129 pt
チーム中谷育78位	2128 pt
チーム中谷育79位	2106 pt
チーム中谷育80位	2075 pt
チーム中谷育91位	1266 pt
チーム中谷育92位	1228 pt
チーム中谷育93位	1189 pt
チーム中谷育94位	1140 pt
チーム中谷育95位	1092 pt
チーム中谷育96位	1083 pt
チーム中谷育97位	1042 pt
チーム中谷育98位	1022 pt
チーム中谷育99位	946 pt
チーム中谷育100位	912 pt
チーム中谷育111位	758 pt
チーム中谷育112位	758 pt
チーム中谷育113位	659 pt
チーム中谷育114位	656 pt
チーム中谷育115位	656 pt
チーム中谷育116位	653 pt
チーム中谷育117位	651 pt
チーム中谷育118位	647 pt
チーム中谷育119位	642 pt
チーム中谷育120位	637 pt
チーム中谷育131位	387 pt
チーム中谷育132位	381 pt
チーム中谷育133位	370 pt
チーム中谷育134位	367 pt
チーム中谷育135位	362 pt
チーム中谷育136位	358 pt
チーム中谷育137位	346 pt
チーム中谷育138位	338 pt
チーム中谷育139位	333 pt
チーム中谷育140位	333 pt
チーム中谷育151位	217 pt
チーム中谷育152位	216 pt
チーム中谷育153位	212 pt
チーム中谷育154位	211 pt
チーム中谷育155位	209 pt
チーム中谷育156位	196 pt
チーム中谷育157位	195 pt
チーム中谷育158位	189 pt
チーム中谷育159位	185 pt
チーム中谷育160位	184 pt
チーム中谷育171位	130 pt
チーム中谷育172位	117 pt
チーム中谷育173位	112 pt
チーム中谷育174位	112 pt
チーム中谷育175位	111 pt
チーム中谷育176位	108 pt
チーム中谷育177位	106 pt
チーム中谷育178位	103 pt
チーム中谷育179位	96 pt
チーム中谷育180位	96 pt
チーム中谷育191位	75 pt
チーム中谷育192位	73 pt
チーム中谷育193位	72 pt
チーム中谷育194位	68 pt
チーム中谷育195位	65 pt
チーム中谷育196位	63 pt
チーム中谷育197位	62 pt
チーム中谷育198位	60 pt
チーム中谷育199位	59 pt
チーム中谷育200位	56 pt
チーム中谷育211位	43 pt
チーム中谷育212位	42 pt
チーム中谷育213位	42 pt
チーム中谷育214位	41 pt
チーム中谷育215位	39 pt
チーム中谷育216位	37 pt
チーム中谷育217位	34 pt
チーム中谷育218位	29 pt
チーム中谷育219位	29 pt
チーム中谷育220位	28 pt
チーム中谷育231位	18 pt
チーム中谷育232位	13 pt
チーム中谷育233位	13 pt
チーム中谷育234位	12 pt
チーム中谷育235位	11 pt
チーム中谷育236位	7 pt
チーム中谷育237位	7 pt
チーム中谷育238位	7 pt
チーム中谷育239位	6 pt
チーム中谷育240位	6 pt
チーム中谷育251位	2 pt
チーム中谷育252位	2 pt
チーム中谷育253位	2 pt
チーム中谷育254位	2 pt
チーム中谷育255位	2 pt
チーム中谷育256位	2 pt
チーム中谷育257位	2 pt
チーム中谷育258位	2 pt
チーム中谷育259位	2 pt
チーム中谷育260位	2 pt
チーム中谷育271位	2 pt
チーム中谷育272位	2 pt
チーム中谷育273位	2 pt
チーム中谷育274位	2 pt
チーム中谷育275位	2 pt
チーム中谷育276位	2 pt
チーム中谷育277位	2 pt
チーム中谷育278位	2 pt
チーム中谷育279位	2 pt
チーム中谷育280位	2 pt
チーム中谷育291位	2 pt
チーム天空橋朋花51位	22047 pt
チーム天空橋朋花52位	21969 pt
チーム天空橋朋花53位	21294 pt
チーム天空橋朋花54位	20727 pt
チーム天空橋朋花55位	20335 pt
チーム天空橋朋花56位	20084 pt
チーム天空橋朋花57位	20066 pt
チーム天空橋朋花58位	19840 pt
チーム天空橋朋花59位	18726 pt
チーム天空橋朋花60位	18217 pt
チーム天空橋朋花71位	13908 pt
チーム天空橋朋花72位	13617 pt
チーム天空橋朋花73位	13378 pt
チーム天空橋朋花74位	12414 pt
チーム天空橋朋花75位	11894 pt
チーム天空橋朋花76位	11854 pt
チーム天空橋朋花77位	11358 pt
チーム天空橋朋花78位	11349 pt
チーム天空橋朋花79位	10501 pt
チーム天空橋朋花80位	10418 pt
チーム天空橋朋花91位	7274 pt
チーム天空橋朋花92位	6956 pt
チーム天空橋朋花93位	6877 pt
チーム天空橋朋花94位	6194 pt
チーム天空橋朋花95位	5917 pt
チーム天空橋朋花96位	5909 pt
チーム天空橋朋花97位	5598 pt
チーム天空橋朋花98位	5272 pt
チーム天空橋朋花99位	5209 pt
チーム天空橋朋花100位	5117 pt
チーム天空橋朋花111位	3837 pt
チーム天空橋朋花112位	3619 pt
チーム天空橋朋花113位	3601 pt
チーム天空橋朋花114位	3561 pt
チーム天空橋朋花115位	3520 pt
チーム天空橋朋花116位	3235 pt
チーム天空橋朋花117位	3222 pt
チーム天空橋朋花118位	3165 pt
チーム天空橋朋花119位	3156 pt
チーム天空橋朋花120位	3083 pt
チーム天空橋朋花131位	2168 pt
チーム天空橋朋花132位	2141 pt
チーム天空橋朋花133位	2102 pt
チーム天空橋朋花134位	2091 pt
チーム天空橋朋花135位	2059 pt
チーム天空橋朋花136位	2055 pt
チーム天空橋朋花137位	2028 pt
チーム天空橋朋花138位	1993 pt
チーム天空橋朋花139位	1941 pt
チーム天空橋朋花140位	1819 pt
チーム天空橋朋花151位	1376 pt
チーム天空橋朋花152位	1376 pt
チーム天空橋朋花153位	1365 pt
チーム天空橋朋花154位	1349 pt
チーム天空橋朋花155位	1341 pt
チーム天空橋朋花156位	1324 pt
チーム天空橋朋花157位	1289 pt
チーム天空橋朋花158位	1235 pt
チーム天空橋朋花159位	1232 pt
チーム天空橋朋花160位	1230 pt
チーム天空橋朋花171位	981 pt
チーム天空橋朋花172位	980 pt
チーム天空橋朋花173位	939 pt
チーム天空橋朋花174位	929 pt
チーム天空橋朋花175位	907 pt
チーム天空橋朋花176位	879 pt
チーム天空橋朋花177位	864 pt
チーム天空橋朋花178位	857 pt
チーム天空橋朋花179位	806 pt
チーム天空橋朋花180位	803 pt
チーム天空橋朋花191位	580 pt
チーム天空橋朋花192位	572 pt
チーム天空橋朋花193位	571 pt
チーム天空橋朋花194位	561 pt
チーム天空橋朋花195位	538 pt
チーム天空橋朋花196位	519 pt
チーム天空橋朋花197位	517 pt
チーム天空橋朋花198位	513 pt
チーム天空橋朋花199位	509 pt
チーム天空橋朋花200位	483 pt
チーム天空橋朋花211位	363 pt
チーム天空橋朋花212位	356 pt
チーム天空橋朋花213位	355 pt
チーム天空橋朋花214位	350 pt
チーム天空橋朋花215位	344 pt
チーム天空橋朋花216位	341 pt
チーム天空橋朋花217位	333 pt
チーム天空橋朋花218位	326 pt
チーム天空橋朋花219位	325 pt
チーム天空橋朋花220位	320 pt
チーム天空橋朋花231位	270 pt
チーム天空橋朋花232位	265 pt
チーム天空橋朋花233位	265 pt
チーム天空橋朋花234位	263 pt
チーム天空橋朋花235位	262 pt
チーム天空橋朋花236位	260 pt
チーム天空橋朋花237位	251 pt
チーム天空橋朋花238位	246 pt
チーム天空橋朋花239位	246 pt
チーム天空橋朋花240位	242 pt
チーム天空橋朋花251位	202 pt
チーム天空橋朋花252位	202 pt
チーム天空橋朋花253位	195 pt
チーム天空橋朋花254位	195 pt
チーム天空橋朋花255位	191 pt
チーム天空橋朋花256位	189 pt
チーム天空橋朋花257位	189 pt
チーム天空橋朋花258位	189 pt
チーム天空橋朋花259位	188 pt
チーム天空橋朋花260位	186 pt
チーム天空橋朋花271位	143 pt
チーム天空橋朋花272位	141 pt
チーム天空橋朋花273位	139 pt
チーム天空橋朋花274位	139 pt
チーム天空橋朋花275位	139 pt
チーム天空橋朋花276位	139 pt
チーム天空橋朋花277位	131 pt
チーム天空橋朋花278位	131 pt
チーム天空橋朋花279位	129 pt
チーム天空橋朋花280位	129 pt
チーム天空橋朋花291位	97 pt
チーム天空橋朋花292位	97 pt
チーム天空橋朋花293位	94 pt
チーム天空橋朋花294位	94 pt
チーム天空橋朋花295位	93 pt
チーム天空橋朋花296位	93 pt
チーム天空橋朋花297位	90 pt
チーム天空橋朋花298位	89 pt
チーム天空橋朋花299位	85 pt
チーム天空橋朋花300位	84 pt
チームエミリー51位	7001 pt
チームエミリー52位	6588 pt
チームエミリー53位	6561 pt
チームエミリー54位	6478 pt
チームエミリー55位	6401 pt
チームエミリー56位	6341 pt
チームエミリー57位	6219 pt
チームエミリー58位	5789 pt
チームエミリー59位	5668 pt
チームエミリー60位	5599 pt
チームエミリー71位	4620 pt
チームエミリー72位	4451 pt
チームエミリー73位	4159 pt
チームエミリー74位	4002 pt
チームエミリー75位	3988 pt
チームエミリー76位	3900 pt
チームエミリー77位	3885 pt
チームエミリー78位	3838 pt
チームエミリー79位	3829 pt
チームエミリー80位	3618 pt
チームエミリー91位	3134 pt
チームエミリー92位	3108 pt
チームエミリー93位	3066 pt
チームエミリー94位	3053 pt
チームエミリー95位	3007 pt
チームエミリー96位	2658 pt
チームエミリー97位	2471 pt
チームエミリー98位	2368 pt
チームエミリー99位	2289 pt
チームエミリー100位	2149 pt
チームエミリー111位	1763 pt
チームエミリー112位	1627 pt
チームエミリー113位	1624 pt
チームエミリー114位	1584 pt
チームエミリー115位	1581 pt
チームエミリー116位	1534 pt
チームエミリー117位	1533 pt
チームエミリー118位	1508 pt
チームエミリー119位	1494 pt
チームエミリー120位	1371 pt
チームエミリー131位	1180 pt
チームエミリー132位	1171 pt
チームエミリー133位	1160 pt
チームエミリー134位	1120 pt
チームエミリー135位	1095 pt
チームエミリー136位	1083 pt
チームエミリー137位	1036 pt
チームエミリー138位	933 pt
チームエミリー139位	857 pt
チームエミリー140位	845 pt
チームエミリー151位	696 pt
チームエミリー152位	688 pt
チームエミリー153位	673 pt
チームエミリー154位	644 pt
チームエミリー155位	642 pt
チームエミリー156位	634 pt
チームエミリー157位	617 pt
チームエミリー158位	595 pt
チームエミリー159位	584 pt
チームエミリー160位	579 pt
チームエミリー171位	471 pt
チームエミリー172位	457 pt
チームエミリー173位	450 pt
チームエミリー174位	437 pt
チームエミリー175位	437 pt
チームエミリー176位	435 pt
チームエミリー177位	418 pt
チームエミリー178位	417 pt
チームエミリー179位	412 pt
チームエミリー180位	396 pt
チームエミリー191位	311 pt
チームエミリー192位	299 pt
チームエミリー193位	295 pt
チームエミリー194位	292 pt
チームエミリー195位	285 pt
チームエミリー196位	278 pt
チームエミリー197位	262 pt
チームエミリー198位	257 pt
チームエミリー199位	244 pt
チームエミリー200位	241 pt
チームエミリー211位	195 pt
チームエミリー212位	184 pt
チームエミリー213位	184 pt
チームエミリー214位	177 pt
チームエミリー215位	171 pt
チームエミリー216位	169 pt
チームエミリー217位	161 pt
チームエミリー218位	153 pt
チームエミリー219位	149 pt
チームエミリー220位	149 pt
チームエミリー231位	111 pt
チームエミリー232位	108 pt
チームエミリー233位	108 pt
チームエミリー234位	105 pt
チームエミリー235位	104 pt
チームエミリー236位	103 pt
チームエミリー237位	100 pt
チームエミリー238位	99 pt
チームエミリー239位	98 pt
チームエミリー240位	97 pt
チームエミリー251位	69 pt
チームエミリー252位	68 pt
チームエミリー253位	67 pt
チームエミリー254位	66 pt
チームエミリー255位	66 pt
チームエミリー256位	62 pt
チームエミリー257位	61 pt
チームエミリー258位	60 pt
チームエミリー259位	59 pt
チームエミリー260位	58 pt
チームエミリー271位	50 pt
チームエミリー272位	46 pt
チームエミリー273位	46 pt
チームエミリー274位	43 pt
チームエミリー275位	41 pt
チームエミリー276位	41 pt
チームエミリー277位	41 pt
チームエミリー278位	40 pt
チームエミリー279位	37 pt
チームエミリー280位	37 pt
チームエミリー291位	23 pt
チームエミリー292位	22 pt
チームエミリー293位	21 pt
チームエミリー294位	21 pt
チームエミリー295位	21 pt
チームエミリー296位	20 pt
チームエミリー297位	19 pt
チームエミリー298位	14 pt
チームエミリー299位	14 pt
チームエミリー300位	14 pt
チーム北沢志保51位	25743 pt
チーム北沢志保52位	25435 pt
チーム北沢志保53位	25174 pt
チーム北沢志保54位	24015 pt
チーム北沢志保55位	23681 pt
チーム北沢志保56位	23668 pt
チーム北沢志保57位	21537 pt
チーム北沢志保58位	21184 pt
チーム北沢志保59位	20959 pt
チーム北沢志保60位	19613 pt
チーム北沢志保71位	16456 pt
チーム北沢志保72位	16181 pt
チーム北沢志保73位	16028 pt
チーム北沢志保74位	16007 pt
チーム北沢志保75位	15991 pt
チーム北沢志保76位	15711 pt
チーム北沢志保77位	15349 pt
チーム北沢志保78位	15315 pt
チーム北沢志保79位	15063 pt
チーム北沢志保80位	14387 pt
チーム北沢志保91位	10998 pt
チーム北沢志保92位	10906 pt
チーム北沢志保93位	10868 pt
チーム北沢志保94位	10602 pt
チーム北沢志保95位	10413 pt
チーム北沢志保96位	10322 pt
チーム北沢志保97位	10258 pt
チーム北沢志保98位	10226 pt
チーム北沢志保99位	10129 pt
チーム北沢志保100位	10001 pt
チーム北沢志保111位	8639 pt
チーム北沢志保112位	8575 pt
チーム北沢志保113位	8380 pt
チーム北沢志保114位	8288 pt
チーム北沢志保115位	8262 pt
チーム北沢志保116位	8025 pt
チーム北沢志保117位	7798 pt
チーム北沢志保118位	7742 pt
チーム北沢志保119位	7697 pt
チーム北沢志保120位	7672 pt
チーム北沢志保131位	6432 pt
チーム北沢志保132位	6348 pt
チーム北沢志保133位	6274 pt
チーム北沢志保134位	6224 pt
チーム北沢志保135位	5921 pt
チーム北沢志保136位	5862 pt
チーム北沢志保137位	5731 pt
チーム北沢志保138位	5722 pt
チーム北沢志保139位	5571 pt
チーム北沢志保140位	5565 pt
チーム北沢志保151位	4927 pt
チーム北沢志保152位	4849 pt
チーム北沢志保153位	4841 pt
チーム北沢志保154位	4763 pt
チーム北沢志保155位	4729 pt
チーム北沢志保156位	4341 pt
チーム北沢志保157位	4256 pt
チーム北沢志保158位	4147 pt
チーム北沢志保159位	4143 pt
チーム北沢志保160位	4107 pt
チーム北沢志保171位	3516 pt
チーム北沢志保172位	3487 pt
チーム北沢志保173位	3435 pt
チーム北沢志保174位	3396 pt
チーム北沢志保175位	3314 pt
チーム北沢志保176位	3253 pt
チーム北沢志保177位	3224 pt
チーム北沢志保178位	3125 pt
チーム北沢志保179位	3090 pt
チーム北沢志保180位	2829 pt
チーム北沢志保191位	2478 pt
チーム北沢志保192位	2450 pt
チーム北沢志保193位	2429 pt
チーム北沢志保194位	2401 pt
チーム北沢志保195位	2348 pt
チーム北沢志保196位	2326 pt
チーム北沢志保197位	2306 pt
チーム北沢志保198位	2258 pt
チーム北沢志保199位	2257 pt
チーム北沢志保200位	2215 pt
チーム北沢志保211位	1963 pt
チーム北沢志保212位	1949 pt
チーム北沢志保213位	1938 pt
チーム北沢志保214位	1889 pt
チーム北沢志保215位	1842 pt
チーム北沢志保216位	1837 pt
チーム北沢志保217位	1828 pt
チーム北沢志保218位	1799 pt
チーム北沢志保219位	1773 pt
チーム北沢志保220位	1754 pt
チーム北沢志保231位	1509 pt
チーム北沢志保232位	1493 pt
チーム北沢志保233位	1480 pt
チーム北沢志保234位	1473 pt
チーム北沢志保235位	1468 pt
チーム北沢志保236位	1453 pt
チーム北沢志保237位	1441 pt
