100位	115,166,453 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:43 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,353,953 pt
1200位	13,710,245 pt
1300位	11,754,659 pt
1000位	19,019,142 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:42 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,353,953 pt
1200位	13,710,245 pt
1300位	11,754,659 pt
1000位	19,019,142 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:41 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,353,953 pt
1200位	13,710,245 pt
1300位	11,754,659 pt
1000位	19,019,142 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:40 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,353,953 pt
1200位	13,710,245 pt
1300位	11,754,659 pt
1000位	19,019,142 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:39 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,264,665 pt
1200位	13,710,245 pt
1300位	11,754,659 pt
1000位	19,019,142 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:38 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,197,255 pt
1200位	13,710,245 pt
1300位	11,754,659 pt
1000位	19,019,142 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:36 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,197,255 pt
1200位	13,710,245 pt
1300位	11,754,659 pt
1000位	19,019,142 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:35 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,197,255 pt
1200位	13,710,245 pt
1300位	11,754,659 pt
1000位	19,019,142 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:33 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,197,255 pt
1200位	13,710,245 pt
1300位	11,754,659 pt
1000位	19,019,142 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:31 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,710,245 pt
1300位	11,754,659 pt
1000位	19,019,142 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:30 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,710,245 pt
1300位	11,754,659 pt
1000位	19,019,142 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:29 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,710,245 pt
1300位	11,754,659 pt
1000位	19,019,142 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:28 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,710,245 pt
1300位	11,754,659 pt
1000位	19,019,142 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:26 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,710,245 pt
1300位	11,745,493 pt
1000位	19,019,142 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:25 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,710,245 pt
1300位	11,745,493 pt
1000位	19,019,142 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:23 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,710,245 pt
1300位	11,732,800 pt
1000位	19,019,142 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:21 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,710,245 pt
1300位	11,732,800 pt
1000位	19,019,142 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:20 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,708,582 pt
1300位	11,732,800 pt
1000位	19,019,142 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:19 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,708,582 pt
1300位	11,705,255 pt
1000位	19,019,142 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:18 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,708,582 pt
1300位	11,683,905 pt
1000位	19,019,142 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:16 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,708,582 pt
1300位	11,680,091 pt
1000位	19,019,142 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:15 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,708,582 pt
1300位	11,680,091 pt
1000位	19,019,142 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:13 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,700,013 pt
1300位	11,680,091 pt
1000位	19,019,142 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:11 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,700,013 pt
1300位	11,680,091 pt
1000位	19,019,142 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:10 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,700,013 pt
1300位	11,680,091 pt
1000位	19,019,142 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:09 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,700,013 pt
1300位	11,680,091 pt
1000位	19,019,142 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:08 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,700,013 pt
1300位	11,680,091 pt
1000位	19,019,142 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:06 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,700,013 pt
1300位	11,680,091 pt
1000位	19,019,142 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:05 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,700,013 pt
1300位	11,680,091 pt
1000位	19,019,142 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:04 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,700,013 pt
1300位	11,680,091 pt
1000位	19,010,549 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:02 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,700,013 pt
1300位	11,680,091 pt
1000位	19,010,549 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:01 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,700,013 pt
1300位	11,680,091 pt
1000位	19,010,549 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 06:00 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,692,169 pt
1300位	11,680,091 pt
1000位	19,010,549 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:59 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,669,869 pt
1300位	11,674,561 pt
1000位	18,902,538 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:58 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,653,780 pt
1300位	11,674,561 pt
1000位	18,902,538 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:56 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,653,780 pt
1300位	11,674,561 pt
1000位	18,902,538 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:55 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,653,780 pt
1300位	11,674,561 pt
1000位	18,902,538 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:54 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,653,636 pt
1300位	11,670,610 pt
1000位	18,894,288 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:52 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,653,636 pt
1300位	11,670,610 pt
1000位	18,894,288 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:51 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,653,636 pt
1300位	11,670,610 pt
1000位	18,894,288 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:50 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,653,636 pt
1300位	11,670,610 pt
1000位	18,890,248 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:49 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,653,636 pt
1300位	11,670,610 pt
1000位	18,890,248 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:48 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,653,636 pt
1300位	11,670,610 pt
1000位	18,890,248 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:48 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,653,636 pt
1300位	11,670,610 pt
1000位	18,890,248 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:46 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,653,636 pt
1300位	11,653,417 pt
1000位	18,890,248 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:45 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,653,636 pt
1300位	11,653,417 pt
1000位	18,890,248 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:43 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,653,636 pt
1300位	11,653,417 pt
1000位	18,890,248 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:41 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,137,014 pt
1200位	13,653,636 pt
1300位	11,653,417 pt
1000位	18,890,248 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:40 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,038,951 pt
1200位	13,653,636 pt
1300位	11,653,417 pt
1000位	18,890,248 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:39 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,038,951 pt
1200位	13,653,636 pt
1300位	11,653,417 pt
1000位	18,890,248 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:38 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,038,951 pt
1200位	13,619,152 pt
1300位	11,653,417 pt
1000位	18,890,248 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:36 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,038,951 pt
1200位	13,619,152 pt
1300位	11,653,417 pt
1000位	18,890,248 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:35 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,038,159 pt
1200位	13,619,152 pt
1300位	11,653,417 pt
1000位	18,890,248 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:33 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,038,159 pt
1200位	13,619,152 pt
1300位	11,653,417 pt
1000位	18,890,248 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:31 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,038,159 pt
1200位	13,619,152 pt
1300位	11,653,417 pt
1000位	18,890,248 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:30 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,038,159 pt
1200位	13,619,152 pt
1300位	11,653,417 pt
1000位	18,890,248 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:29 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,038,159 pt
1200位	13,619,152 pt
1300位	11,653,417 pt
1000位	18,890,248 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:28 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,038,159 pt
1200位	13,615,484 pt
1300位	11,653,417 pt
1000位	18,890,248 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:26 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,038,159 pt
1200位	13,615,484 pt
1300位	11,653,417 pt
1000位	18,890,248 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:25 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,038,159 pt
1200位	13,615,484 pt
1300位	11,653,417 pt
1000位	18,890,248 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:23 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,038,159 pt
1200位	13,615,484 pt
1300位	11,638,870 pt
1000位	18,890,248 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:21 集計時点 BYそくどん


100位	99,172,640 pt
500位	44,038,159 pt
1200位	13,615,484 pt
1300位	11,638,870 pt
1000位	18,890,248 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:20 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,956,950 pt
1200位	13,615,484 pt
1300位	11,638,870 pt
1000位	18,890,248 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:19 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,956,950 pt
1200位	13,615,484 pt
1300位	11,638,870 pt
1000位	18,890,248 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:18 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,956,950 pt
1200位	13,615,484 pt
1300位	11,638,870 pt
1000位	18,873,676 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:16 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,956,950 pt
1200位	13,615,484 pt
1300位	11,638,870 pt
1000位	18,873,676 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:15 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,956,950 pt
1200位	13,584,115 pt
1300位	11,638,870 pt
1000位	18,873,676 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:13 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,956,950 pt
1200位	13,584,115 pt
1300位	11,638,870 pt
1000位	18,873,676 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:11 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,956,950 pt
1200位	13,584,115 pt
1300位	11,638,870 pt
1000位	18,873,676 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:10 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,956,950 pt
1200位	13,584,115 pt
1300位	11,638,870 pt
1000位	18,873,676 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:09 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,956,950 pt
1200位	13,584,115 pt
1300位	11,638,870 pt
1000位	18,873,676 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:08 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,956,950 pt
1200位	13,584,115 pt
1300位	11,638,870 pt
1000位	18,873,676 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:06 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,956,950 pt
1200位	13,584,115 pt
1300位	11,638,870 pt
1000位	18,873,676 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:05 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,638,870 pt
1000位	18,873,676 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:03 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,637,875 pt
1000位	18,873,676 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:01 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,637,875 pt
1000位	18,873,676 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 05:00 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,637,875 pt
1000位	18,873,676 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:59 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,637,875 pt
1000位	18,873,676 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:58 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,637,875 pt
1000位	18,873,676 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:56 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,637,875 pt
1000位	18,873,676 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:55 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,637,875 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:53 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,637,875 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:51 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,637,875 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:50 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,637,875 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:49 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,637,875 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:48 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,637,875 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:47 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,637,875 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:46 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,637,875 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:44 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,637,875 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:43 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,637,875 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:42 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,637,875 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:41 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,637,875 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:40 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,637,875 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:39 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,637,875 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:38 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,637,875 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:36 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,637,875 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:35 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,637,875 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:33 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,637,875 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:31 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,637,875 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:30 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,637,875 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:29 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,624,620 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:28 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,624,620 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:26 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
