100位	72,019,207 pt
1200位	1,307,877 pt
1300位	1,112,452 pt
1000位	1,863,792 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 06:07 集計時点 BYそくどん


100位	42,122,573 pt
500位	7,032,554 pt
1200位	1,306,472 pt
1300位	1,111,777 pt
1000位	1,857,327 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 06:06 集計時点 BYそくどん


100位	42,122,573 pt
500位	7,032,554 pt
1200位	1,306,472 pt
1300位	1,111,777 pt
1000位	1,857,327 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 06:05 集計時点 BYそくどん


100位	42,122,573 pt
500位	7,032,554 pt
1200位	1,306,472 pt
1300位	1,107,530 pt
1000位	1,857,327 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 06:03 集計時点 BYそくどん


100位	42,122,573 pt
500位	7,032,554 pt
1200位	1,306,472 pt
1300位	1,107,530 pt
1000位	1,854,548 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 06:01 集計時点 BYそくどん


100位	42,122,573 pt
500位	7,032,554 pt
1200位	1,306,472 pt
1300位	1,107,514 pt
1000位	1,854,548 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 06:00 集計時点 BYそくどん


100位	42,122,573 pt
500位	7,027,190 pt
1200位	1,293,202 pt
1300位	1,107,514 pt
1000位	1,848,063 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:59 集計時点 BYそくどん


100位	42,122,573 pt
500位	7,027,190 pt
1200位	1,293,202 pt
1300位	1,105,444 pt
1000位	1,848,063 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:58 集計時点 BYそくどん


100位	42,122,573 pt
500位	7,025,402 pt
1200位	1,293,202 pt
1300位	1,105,420 pt
1000位	1,848,063 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:56 集計時点 BYそくどん


100位	42,122,573 pt
500位	7,025,402 pt
1200位	1,293,202 pt
1300位	1,105,420 pt
1000位	1,848,063 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:55 集計時点 BYそくどん


100位	42,122,573 pt
500位	7,025,402 pt
1200位	1,293,202 pt
1300位	1,105,420 pt
1000位	1,848,063 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:53 集計時点 BYそくどん


100位	42,122,573 pt
500位	7,025,402 pt
1200位	1,293,202 pt
1300位	1,105,420 pt
1000位	1,848,063 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:51 集計時点 BYそくどん


100位	42,122,573 pt
500位	7,025,402 pt
1200位	1,293,202 pt
1300位	1,105,420 pt
1000位	1,848,063 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:50 集計時点 BYそくどん


100位	42,122,573 pt
500位	7,025,402 pt
1200位	1,292,451 pt
1300位	1,105,420 pt
1000位	1,848,063 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:49 集計時点 BYそくどん


100位	42,122,573 pt
500位	7,025,402 pt
1200位	1,288,021 pt
1300位	1,105,420 pt
1000位	1,848,063 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:48 集計時点 BYそくどん


100位	42,122,573 pt
500位	7,025,402 pt
1200位	1,285,878 pt
1300位	1,105,420 pt
1000位	1,848,063 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:46 集計時点 BYそくどん


100位	42,122,573 pt
500位	7,025,402 pt
1200位	1,282,635 pt
1300位	1,102,311 pt
1000位	1,848,063 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:45 集計時点 BYそくどん


100位	42,122,573 pt
500位	6,994,861 pt
1200位	1,280,809 pt
1300位	1,101,140 pt
1000位	1,844,537 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:43 集計時点 BYそくどん


100位	42,122,573 pt
500位	6,994,861 pt
1200位	1,280,809 pt
1300位	1,101,140 pt
1000位	1,844,537 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:41 集計時点 BYそくどん


100位	42,122,573 pt
500位	6,994,861 pt
1200位	1,279,693 pt
1300位	1,101,140 pt
1000位	1,844,537 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:40 集計時点 BYそくどん


100位	42,025,794 pt
500位	6,994,861 pt
1200位	1,279,693 pt
1300位	1,101,140 pt
1000位	1,844,537 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:39 集計時点 BYそくどん


100位	42,025,794 pt
500位	6,994,861 pt
1200位	1,279,410 pt
1300位	1,100,120 pt
1000位	1,844,537 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:38 集計時点 BYそくどん


100位	42,025,794 pt
500位	6,994,861 pt
1200位	1,279,410 pt
1300位	1,100,120 pt
1000位	1,827,563 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:36 集計時点 BYそくどん


100位	42,025,794 pt
500位	6,994,861 pt
1200位	1,279,410 pt
1300位	1,100,120 pt
1000位	1,827,563 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:35 集計時点 BYそくどん


100位	42,025,794 pt
500位	6,994,861 pt
1200位	1,279,410 pt
1300位	1,096,955 pt
1000位	1,827,408 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:33 集計時点 BYそくどん


100位	42,025,794 pt
500位	6,993,593 pt
1200位	1,279,410 pt
1300位	1,096,955 pt
1000位	1,827,408 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:31 集計時点 BYそくどん


100位	42,025,794 pt
500位	6,983,962 pt
1200位	1,274,673 pt
1300位	1,095,914 pt
1000位	1,827,408 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:30 集計時点 BYそくどん


100位	42,025,794 pt
500位	6,983,962 pt
1200位	1,274,673 pt
1300位	1,095,914 pt
1000位	1,827,408 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:29 集計時点 BYそくどん


100位	42,025,794 pt
500位	6,939,275 pt
1200位	1,263,071 pt
1300位	1,085,855 pt
1000位	1,820,712 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:29 集計時点 BYそくどん


100位	42,025,794 pt
500位	6,939,275 pt
1200位	1,263,071 pt
1300位	1,085,855 pt
1000位	1,820,712 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:27 集計時点 BYそくどん


100位	42,025,794 pt
500位	6,939,275 pt
1200位	1,263,071 pt
1300位	1,085,855 pt
1000位	1,820,712 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:26 集計時点 BYそくどん


100位	42,025,794 pt
500位	6,939,275 pt
1200位	1,263,071 pt
1300位	1,085,855 pt
1000位	1,820,712 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:25 集計時点 BYそくどん


100位	42,025,794 pt
500位	6,834,120 pt
1200位	1,258,550 pt
1300位	1,084,986 pt
1000位	1,793,120 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:23 集計時点 BYそくどん


100位	42,025,794 pt
500位	6,834,120 pt
1200位	1,258,338 pt
1300位	1,082,708 pt
1000位	1,790,876 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:21 集計時点 BYそくどん


100位	42,025,794 pt
500位	6,834,120 pt
1200位	1,258,338 pt
1300位	1,082,708 pt
1000位	1,790,876 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:20 集計時点 BYそくどん


100位	42,025,794 pt
500位	6,827,218 pt
1200位	1,258,338 pt
1300位	1,081,992 pt
1000位	1,790,876 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:19 集計時点 BYそくどん


100位	42,025,794 pt
500位	6,827,218 pt
1200位	1,257,681 pt
1300位	1,081,992 pt
1000位	1,790,876 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:18 集計時点 BYそくどん


100位	42,025,794 pt
500位	6,827,218 pt
1200位	1,257,063 pt
1300位	1,081,992 pt
1000位	1,790,876 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:16 集計時点 BYそくどん


100位	41,991,878 pt
500位	6,827,218 pt
1200位	1,250,268 pt
1300位	1,076,779 pt
1000位	1,786,307 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:15 集計時点 BYそくどん


100位	41,991,878 pt
500位	6,827,218 pt
1200位	1,250,268 pt
1300位	1,076,779 pt
1000位	1,786,307 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:13 集計時点 BYそくどん


100位	41,465,554 pt
500位	6,827,218 pt
1200位	1,250,268 pt
1300位	1,076,779 pt
1000位	1,786,307 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:11 集計時点 BYそくどん


100位	41,465,554 pt
500位	6,827,218 pt
1200位	1,250,268 pt
1300位	1,075,913 pt
1000位	1,786,307 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,847,703 pt
※11/03 05:10 集計時点 BYそくどん


100位	41,465,554 pt
500位	6,827,218 pt
1200位	1,250,268 pt
1300位	1,075,913 pt
1000位	1,786,307 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	95,189,426 pt
※11/03 05:09 集計時点 BYそくどん


100位	41,465,554 pt
500位	6,827,218 pt
1200位	1,245,852 pt
1300位	1,075,409 pt
1000位	1,783,638 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,584,246 pt
※11/03 05:08 集計時点 BYそくどん


100位	41,465,554 pt
500位	6,827,218 pt
1200位	1,242,623 pt
1300位	1,075,409 pt
1000位	1,783,638 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 05:06 集計時点 BYそくどん


100位	41,465,554 pt
500位	6,827,218 pt
1200位	1,238,422 pt
1300位	1,075,246 pt
1000位	1,783,638 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 05:05 集計時点 BYそくどん


100位	41,465,554 pt
500位	6,827,218 pt
1200位	1,238,422 pt
1300位	1,075,246 pt
1000位	1,783,638 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 05:03 集計時点 BYそくどん


100位	41,465,554 pt
500位	6,827,218 pt
1200位	1,238,237 pt
1300位	1,075,246 pt
1000位	1,780,453 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 05:02 集計時点 BYそくどん


100位	41,465,554 pt
500位	6,827,218 pt
1200位	1,237,108 pt
1300位	1,071,398 pt
1000位	1,778,868 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 05:01 集計時点 BYそくどん


100位	41,195,244 pt
500位	6,827,218 pt
1200位	1,236,491 pt
1300位	1,070,061 pt
1000位	1,776,897 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 05:00 集計時点 BYそくどん


100位	41,195,244 pt
500位	6,827,218 pt
1200位	1,236,491 pt
1300位	1,070,061 pt
1000位	1,776,897 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:59 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,827,218 pt
1200位	1,233,101 pt
1300位	1,069,853 pt
1000位	1,776,897 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:58 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,827,218 pt
1200位	1,233,101 pt
1300位	1,069,853 pt
1000位	1,776,897 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:56 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,827,218 pt
1200位	1,231,424 pt
1300位	1,069,853 pt
1000位	1,776,897 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:55 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,827,218 pt
1200位	1,231,424 pt
1300位	1,069,853 pt
1000位	1,776,897 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:53 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,827,218 pt
1200位	1,231,424 pt
1300位	1,069,853 pt
1000位	1,775,506 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:51 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,827,218 pt
1200位	1,231,424 pt
1300位	1,069,853 pt
1000位	1,775,506 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:50 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,827,218 pt
1200位	1,230,957 pt
1300位	1,068,266 pt
1000位	1,775,506 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:49 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,827,218 pt
1200位	1,230,957 pt
1300位	1,068,266 pt
1000位	1,775,506 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:48 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,827,218 pt
1200位	1,230,957 pt
1300位	1,067,573 pt
1000位	1,775,506 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:46 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,827,218 pt
1200位	1,230,957 pt
1300位	1,064,779 pt
1000位	1,762,812 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:45 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,827,218 pt
1200位	1,230,371 pt
1300位	1,063,197 pt
1000位	1,762,812 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:43 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,827,218 pt
1200位	1,230,371 pt
1300位	1,062,191 pt
1000位	1,762,061 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:41 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,827,218 pt
1200位	1,229,979 pt
1300位	1,062,191 pt
1000位	1,762,061 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:40 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,827,218 pt
1200位	1,226,735 pt
1300位	1,062,191 pt
1000位	1,762,061 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:39 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,827,218 pt
1200位	1,226,735 pt
1300位	1,061,467 pt
1000位	1,762,061 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:38 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,827,218 pt
1200位	1,226,735 pt
1300位	1,061,467 pt
1000位	1,762,061 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:36 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,827,218 pt
1200位	1,225,263 pt
1300位	1,060,696 pt
1000位	1,762,061 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:35 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,786,499 pt
1200位	1,225,263 pt
1300位	1,060,651 pt
1000位	1,762,061 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:33 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,786,499 pt
1200位	1,225,263 pt
1300位	1,060,651 pt
1000位	1,757,906 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:31 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,786,499 pt
1200位	1,225,263 pt
1300位	1,060,651 pt
1000位	1,757,906 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:30 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,786,499 pt
1200位	1,225,263 pt
1300位	1,060,651 pt
1000位	1,757,906 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:29 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,786,499 pt
1200位	1,225,263 pt
1300位	1,060,651 pt
1000位	1,757,906 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:28 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,786,499 pt
1200位	1,215,008 pt
1300位	1,059,000 pt
1000位	1,755,320 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:26 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,786,499 pt
1200位	1,215,008 pt
1300位	1,059,000 pt
1000位	1,755,320 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:25 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,786,499 pt
1200位	1,215,008 pt
1300位	1,053,840 pt
1000位	1,755,320 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:24 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,786,499 pt
1200位	1,215,008 pt
1300位	1,053,840 pt
1000位	1,755,320 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:22 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,786,499 pt
1200位	1,215,008 pt
1300位	1,052,296 pt
1000位	1,755,320 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:22 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,786,499 pt
1200位	1,215,008 pt
1300位	1,051,562 pt
1000位	1,755,320 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:21 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,786,499 pt
1200位	1,213,593 pt
1300位	1,051,562 pt
1000位	1,755,320 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:20 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,764,453 pt
1200位	1,212,943 pt
1300位	1,051,397 pt
1000位	1,755,320 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:19 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,764,453 pt
1200位	1,212,943 pt
1300位	1,050,178 pt
1000位	1,755,320 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:18 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,764,453 pt
1200位	1,205,741 pt
1300位	1,049,642 pt
1000位	1,752,275 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:16 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,764,453 pt
1200位	1,205,741 pt
1300位	1,049,642 pt
1000位	1,752,275 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:15 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,764,453 pt
1200位	1,205,741 pt
1300位	1,049,642 pt
1000位	1,752,275 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:14 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,764,453 pt
1200位	1,201,110 pt
1300位	1,045,893 pt
1000位	1,752,275 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:12 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,764,453 pt
1200位	1,200,804 pt
1300位	1,045,277 pt
1000位	1,752,275 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:11 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,764,453 pt
1200位	1,198,338 pt
1300位	1,044,559 pt
1000位	1,746,642 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:10 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,764,453 pt
1200位	1,198,338 pt
1300位	1,044,559 pt
1000位	1,746,642 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:09 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,764,453 pt
1200位	1,196,734 pt
1300位	1,044,530 pt
1000位	1,746,642 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:09 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,764,453 pt
1200位	1,196,734 pt
1300位	1,044,530 pt
1000位	1,746,642 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:08 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,764,453 pt
1200位	1,196,734 pt
1300位	1,044,530 pt
1000位	1,746,642 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:06 集計時点 BYそくどん


100位	40,865,558 pt
500位	6,764,453 pt
1200位	1,194,081 pt
1300位	1,044,530 pt
1000位	1,746,642 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:05 集計時点 BYそくどん


100位	40,605,806 pt
500位	6,744,836 pt
1200位	1,190,783 pt
1300位	1,044,530 pt
1000位	1,726,875 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:03 集計時点 BYそくどん


100位	40,605,806 pt
500位	6,744,836 pt
1200位	1,190,783 pt
1300位	1,044,530 pt
1000位	1,724,858 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:01 集計時点 BYそくどん


100位	40,605,806 pt
500位	6,744,836 pt
1200位	1,190,783 pt
1300位	1,044,530 pt
1000位	1,724,135 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 04:00 集計時点 BYそくどん


100位	40,605,806 pt
500位	6,744,836 pt
1200位	1,190,783 pt
1300位	1,044,530 pt
1000位	1,724,135 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 03:59 集計時点 BYそくどん


100位	40,605,806 pt
500位	6,744,836 pt
1200位	1,187,899 pt
1300位	1,044,530 pt
1000位	1,724,135 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 03:58 集計時点 BYそくどん


100位	40,605,806 pt
500位	6,744,836 pt
1200位	1,187,899 pt
1300位	1,044,530 pt
1000位	1,724,135 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 03:56 集計時点 BYそくどん


100位	40,605,806 pt
500位	6,744,836 pt
1200位	1,187,899 pt
1300位	1,042,912 pt
1000位	1,724,135 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 03:55 集計時点 BYそくどん


100位	40,605,806 pt
500位	6,744,836 pt
1200位	1,185,548 pt
1300位	1,042,570 pt
1000位	1,720,674 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 03:53 集計時点 BYそくどん


100位	40,605,806 pt
500位	6,739,874 pt
1200位	1,182,193 pt
1300位	1,042,570 pt
1000位	1,720,674 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 03:51 集計時点 BYそくどん


100位	40,605,806 pt
500位	6,724,332 pt
1200位	1,182,193 pt
1300位	1,042,341 pt
1000位	1,720,674 pt
	1位	269,510,107 pt
10位	137,034,353 pt
	11位	136,263,774 pt
20位	93,491,656 pt
※11/03 03:50 集計時点 BYそくどん


